pmid	geneId	diseaseId	g_name	d_name	is_befree	is_dtminer	is_ft1	hit_ft1	hit_abs	1st_label	2nd_label	is_ner_error	is_complex	have_s	target_sentences	in abs	in_intro	in_method	in_result	in_diss	in_conclusion	Have -	S no strong	comment	is_target_knowledge
22815926	55821	D013119	ALC | acetyl-L-carnitine	cord injury | spinal cord injury | Spinal cord injury | traumatic spinal cord injury | injury to the spinal cord	1	1		0	5.0	0.0	0.0	Gki			The results indicate a therapeutic potential for NAC and ALC in the early treatment of traumatic spi	1.0				2.0				G is P	
22889990	1030	D008175	p15	lung cancer	0	0	1.0	9	1.0	0.0	0.0	Gki												5p15 	
22988441	1080	D003550	CFTR | Cftr | cystic fibrosis transmembrane conductance regulator | Cystic fibrosis transmembrane conductance regulator | CFBE41o-CFTR	cystic fibrosis | Cystic fibrosis | Cystic Fibrosis	0	0	0.0	0			1.0				Most cystic fibrosis is caused by mutations in CFTR that prevent its trafficking from the ER to the plasma membrane and is associated with exaggerated inflammation	1.0	1.0								
22988441	142	D003550	Poly(ADP-Ribose) Polymerase | PARP-1 | poly(ADP-ribose) polymerase-1 | PARP	cystic fibrosis | Cystic fibrosis | Cystic Fibrosis	1	1	1.0	5	1.0	0.0	1.0				The involvement of PARP-1 in oxidative stress, inflammatory responses, and energy maintenance, and its emerging role as a regulator of intracellular protein trafficking (Abd Elmageed et al.,) suggested that it may be an interesting potential target for small molecule correctors in Cystic fibrosis.		1.0								
23022873	7295	D001929	thioredoxins | Thioredoxins | Trx | Trx1 | thioredoxin	mitochondrial reticulum within myotubes	0	0	1.0	5			0.0	Dki													
23022873	7295	D007938	thioredoxins | Thioredoxins | Trx | Trx1 | thioredoxin	leukemia	0	0	1.0	4			0.0														
23022873	7295	D062787	thioredoxins | Thioredoxins | Trx | Trx1 | thioredoxin	overdose	1	1	1.0	8			0.0	Di												ill D	
23225887	3553	D001281	IL-1beta	AF	1	1	1.0	7			0.0	Dki													
23225887	3553	D007153	IL-1beta	Asc deficiency	1	0	1.0	6			0.0	Dki													
23225887	3553	D007249	IL-1beta	inflammatory diseases	1	1	1.0	6			1.0				IL-1beta is a critical mediator in the induction of immune responses and the development of inflammatory diseases.		1.0								
23225887	3553	D058186	IL-1beta	injury	0	0	1.0	7			0.0														
23225887	3553	D064420	IL-1beta	toxicity	0	0	1.0	6			0.0	Di												ill D	
23267373	6863	D006261	substance P | SP	rhinogenic headache | headache | headaches | rhinogenic headaches | headache syndrome	1	1		0	2.0	1.0	1.0	Gki			Antidromic release of SP is responsible for mucosal swelling during headache in the same side and the opposite side of the lesion.		1.0								0.0
23336013	1401	D009765	C-reactive protein	obese | obesity	0	0		0	2.0	0.0	0.0														
23336013	1401	D015431	C-reactive protein	weight loss	0	0		0	2.0	0.0	0.0														
23352838	43	D005198	acetylcholinesterase | Acetylcholinesterase | AChE	FBS	1	1	1.0	10			0.0	Dki												Fetal bovine serum 	
23352838	590	D005198	butyrylcholinesterase | BChE	FBS	0	0	1.0	5		0.0	0.0	Dki												Fetal bovine serum 	
23384018	27032	D016506	ATP2C1 | SPCA1	Hailey-Hailey Disease | HHD	1	1		0	1.0	0.0	1.0				More recently, the causative mutations in these diseases have been identified as defects in intracellular Ca2+ ATPases (ATP2A2 encoding protein SERCA2 in DD; ATP2C1 encoding SPCA1 in HHD).		1.0								
23384018	488	D016506	ATP2A2 | SERCA2	Hailey-Hailey Disease | HHD	1	1		0	1.0	0.0	0.0														
23468924	57369	C538365	connexin36 | Connexin36 | Cx36	retinitis pigmentosa | Retinitis pigmentosa	1	0		0	1.0	0.0	0.0														
23468924	57369	C566719	connexin36 | Connexin36 | Cx36	cone degeneration | cone degeneration and the actual death	1	1	1.0	4			1.0			PN	we compared the progress of cone degeneration between connexin36-deficient mouse mutants and their connexin36-expressing littermates at different ages and assessed the accompanied morphological changes during the onset (rhodopsin knockout) and later stages of secondary cone death (rd1 mutants)	1.0			1.0	1.0				As we found no influence of Cx36 deletion on secondary cone degeneration	
23468924	57369	D000070642	connexin36 | Connexin36 | Cx36	traumatic injury of the retina	1	1	1.0	6			1.0				Thus, Cx36 may also protect neighboring cells from cell death after traumatic injury of the retina.					1.0					
23468924	57369	D003556	connexin36 | Connexin36 | Cx36	HC somata	0	0	1.0	6			0.0	Dki													
23468924	57369	D007511	connexin36 | Connexin36 | Cx36	ischemia	1	0	1.0	6			1.0				This may represent the reason why gap junctions made of Cx36 were reported to remain open during ischemia					1.0					
23468924	57369	D012162	connexin36 | Connexin36 | Cx36	retinal degeneration	1	1	1.0	3			1.0				Cx36 lowers its conductance, for example, in response to activation of the protein kinase G pathway, a pathway which was reported to play a role in retinal degeneration. 					1.0					
23468924	57369	D012173	connexin36 | Connexin36 | Cx36	deficiency changes retinal remodeling | Cx36 deficiency on retinal remodeling	1	1	1.0	5			0.0	Dki													
23468924	57369	D014947	connexin36 | Connexin36 | Cx36	trauma	1	1	1.0	6			0.0														
23468924	57369	D020271	connexin36 | Connexin36 | Cx36	hereditary neurodegenerative diseases	0	0	1.0	3			0.0													B D	
23506384	391723	D001321	Helt	autism | ASD | quasi-autism | Autism | Autistic Spectrum Disorders | Autistic Disorder | autistic	0	0	1.0	10	10.0	0.0	0.0	Gki												Helt et al. 	
23506384	5020	D001321	oxytocin | Oxytocin | OT	autism | ASD | quasi-autism | Autism | Autistic Spectrum Disorders | Autistic Disorder | autistic	1	1	1.0	10	10.0	1.0	1.0				he reported that individuals with ASD who received OT infusions experienced long-term (2 week) improvement in comprehension of affective speech		2.0							review like, intro + conclusion	1.0
23506384	64222	D001321	Autism Diagnostic Interview-Revised (ADI-R	autism | ASD | quasi-autism | Autism | Autistic Spectrum Disorders | Autistic Disorder | autistic	1	0	1.0	10	10.0	0.0	0.0	Gki												NER error	
23579757	722	D001778	PRP | Platelet-Rich Plasma	coagulopathies, active infection	1	1		0	1.0	0.0	0.0	Gki													
23579757	722	D001847	PRP | Platelet-Rich Plasma	bone defects	1	1		0	2.0	0.5	0.0	Gki			There is no conclusive evidence that sustains the use of PRP as a coadjuvant to aid in the bone consolidation of fractures, pseudoarthrosis, or bone defects.	1.0					1.0				1.0
23579757	722	D004342	PRP | Platelet-Rich Plasma	hypersensitivity	0	1		0	1.0	0.0	0.0	Gki													
23579757	722	D005355	PRP | Platelet-Rich Plasma	fibrosis	1	0		0	1.0	0.0	0.0	Gki													
23579757	722	D007239	PRP | Platelet-Rich Plasma	infection	1	0		0	1.0	0.0	0.0	Gki													
23579757	722	D009369	PRP | Platelet-Rich Plasma	malignant neoplasms | tumors	1	1		0	1.0	0.0	0.0	Gki													
23579757	722	D009386	PRP | Platelet-Rich Plasma	neoplastic diseases	1	0		0	1.0	0.0	0.0	Gki													
23579757	722	D011542	PRP | Platelet-Rich Plasma	pseudoarthrosis and bone defects | pseudoarthrosis	1	1	1.0	9	6.0	0.5	0.0	Gki			There is no conclusive evidence that sustains the use of PRP as a coadjuvant to aid in the bone consolidation of fractures, pseudoarthrosis, or bone defects.	1.0	1.0				1.0				1.0
23579757	722	D020429	PRP | Platelet-Rich Plasma	tibial osteotomies	0	0		0	1.0	0.0	0.0	Gki													
23579757	722	D050723	PRP | Platelet-Rich Plasma	fractures | Fracture | Fractures | fractur	1	1	1.0	3	3.0	0.5	0.0	Gki			There is no conclusive evidence that sustains the use of PRP as a coadjuvant to aid in the bone consolidation of fractures, pseudoarthrosis, or bone defects.	1.0					1.0				1.0
23588304	1312	D034381	COMT | catechol O-methyltransferase	hearing loss | hearing-loss	1	1	1.0	7	6.0	1.0	1.0				In conclusion, this study confirms previous findings and provides further evidence in an independent patient cohort for the associations of TPMT and ABCC3 with cisplatin-induced hearing loss and for the association of COMT with cisplatin-induced hearing loss in the combined cohort.	2.0	1.0			2.0					1.0
23588304	7172	D034381	TPMT | thiopurine S-methyltransferase	hearing loss | hearing-loss	1	1	1.0	10	7.0	1.0	1.0				In conclusion, this study confirms previous findings and provides further evidence in an independent patient cohort for the associations of TPMT and ABCC3 with cisplatin-induced hearing loss and for the association of COMT with cisplatin-induced hearing loss in the combined cohort.	2.0	1.0		1.0	5.0					1.0
23588304	8714	D006311	ABCC3 | ATP-binding cassette transporter C3	ototoxicity | ototoxic | ototoxic symptoms	1	1	1.0	5			1.0				 One synonymous variant in ABCC3 (rs1051640) (E1503E) was significantly associated with cisplatin-induced ototoxicity in the current replication cohort				1.0	1.0					
23588304	8714	D008175	ABCC3 | ATP-binding cassette transporter C3	lung cancer	1	1	1.0	4			1.0				Studies in lung cancer cells lines have also shown that ABCC3 mRNA expression levels are significantly correlated with resistance to cisplatin and other platinum drugs. 					1.0					
23588304	8714	D034381	ABCC3 | ATP-binding cassette transporter C3	hearing loss | hearing-loss	1	1	1.0	10	8.0	1.0	1.0				In conclusion, this study confirms previous findings and provides further evidence in an independent patient cohort for the associations of TPMT and ABCC3 with cisplatin-induced hearing loss and for the association of COMT with cisplatin-induced hearing loss in the combined cohort.	2.0	1.0		1.0	4.0					1.0
23588304	8714	D064420	ABCC3 | ATP-binding cassette transporter C3	toxicity	1	1	1.0	5			0.0	Di												ill D	
23589626	126820	D018268	Wdr63	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	0	1		0	1.0	0.0	1.0		Cm		Wdr63, Foxs1 and Tmem184a, genes involved in gonadal development, showed a loss of DNA methylation, which could lead to the aberrant expression of these gonadal-like markers in the adrenal cortex.					1.0					0.0
23589626	1786	D018268	Dnmt1	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	0	0		0	1.0	0.0	0.0														
23589626	197370	D018268	Nsmce1	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	0.0	0.0														
23589626	202915	D018268	Tmem184a	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	0.0	0.5		Cm		Wdr63, Foxs1 and Tmem184a, genes involved in gonadal development, showed a loss of DNA methylation, which could lead to the aberrant expression of these gonadal-like markers in the adrenal cortex. 					1.0					
23589626	2307	D018268	Foxs1	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	0.0	0.5		Cm		Wdr63, Foxs1 and Tmem184a, genes involved in gonadal development, showed a loss of DNA methylation, which could lead to the aberrant expression of these gonadal-like markers in the adrenal cortex. 					1.0					
23589626	64129	D018268	Tinagl1	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	1.0	0.5		Cm		Several of the genes we found to be differentially methylated in GDX-induced adrenocortical neoplasms have established roles in adrenocortical or gonadal development. For example, Tinagl1, a gene implicated in adrenal zonation, showed a gain in DNA methylation, which could lead to down-regulation.					1.0				multiple	1.0
23589626	79644	D018268	Srd5a3	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	0	0		0	1.0	0.0	0.5		Cm		Furthermore, Srd5a3, a gene involved in the biosynthesis of the potent androgen 5alpha-dihydrotestosterone, showed a loss of DNA methylation, which could enhance the ectopic production of sex steroids in the adrenal gland.					1.0					
23589626	84676	D018268	Trim63	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	0.0	0.0														
23589626	84700	D018268	Myo18b	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	1	1		0	1.0	0.0	0.0														
23589626	84818	D018268	Il17rc	adrenocortical neoplasia | adrenocortical tumors | adrenocortical | adrenocortical neoplasms	0	1		0	1.0	0.0	0.0														
23634903	10397	D002277	NDRG1 | N-myc downstream regulated gene-1	carcinoma	1	1	1.0	10	6.0	0.0	0.0	Dki													
23634903	10397	D007680	NDRG1 | N-myc downstream regulated gene-1	renal cancer	1	1	1.0	10	6.0	1.0	1.0				It is possible that the antibody utilized by these latter investigators detects both the phosphorylated and non-phosphorylated NDRG1 proteins on Western-blot analysis of human MIAPaCa-2 pancreatic cancer cell line and renal cancer cell lines					1.0					1.0
23634903	10397	D009362	NDRG1 | N-myc downstream regulated gene-1	prostate cancer metastases	0	0	1.0	10	5.0	1.0	1.0		Cm		Of relevance, proteinases are central to the increased migration and invasive potential of prostate cancer cells, leading to prostate cancer metastases. We speculate that the protease, pseudotrypsin, may be responsible for cleavage of the NDRG1 protein.					1.0				M sentences	1.0
23634903	10397	D009369	NDRG1 | N-myc downstream regulated gene-1	cancer | loss of NDRG1 tumour | other tumours | tumour | cancers	1	1	1.0	10	4.0	1.0	1.0				Such cleavage of NDRG1 in cancer cells may result in loss of NDRG1 tumour suppressive activity.	1.0	1.0			1.0					1.0
23634903	10397	D010051	NDRG1 | N-myc downstream regulated gene-1	ovaries	0	1	1.0	10	5.0	0.0	1.0	Dki			NDRG1 is regarded as a metastasis suppressor gene in cancers of the pancreas, colon, breast, cervix, ovaries and prostate.		1.0								
23634903	10397	D010190	NDRG1 | N-myc downstream regulated gene-1	cancers of the pancreas | MIAPaCa-2 pancreatic cancer | pancreatic cancer	1	1	1.0	10	5.0	1.0	1.0				NDRG1 is regarded as a metastasis suppressor gene in cancers of the pancreas		1.0			1.0					1.0
23634903	10397	D011471	NDRG1 | N-myc downstream regulated gene-1	prostate cancer | prostate-cancer	1	1	1.0	10	10.0	1.0	1.0				NDRG1 (N-myc downstream regulated gene-1) is a metastasis suppressor that is down-regulated in prostate cancer.	2.0	3.0			4.0					1.0
23736079	296234	D001281	CySS	AF	1	1	1.0	9	1.0	0.0	0.0	GDki												amniotic fluid	
23761016	5080	D006816	PAX6	HD	0	0	1.0	5			0.0	Dki													
23761016	5080	D008850	PAX6	microphthalmia | Microphthalmia	0	0	1.0	5			0.0														
23761016	5080	D009396	PAX6	Wilms' tumor	0	0	1.0	5			0.0														
23761016	5080	D010300	PAX6	PD	0	0	1.0	3			0.0	Dki													
23761016	5080	D015783	PAX6	aniridia | Aniridia | haploinsufficiency of PAX6 | congenital aniridia | syndromic aniridia	1	1	1.0	10	10.0	1.0	1.0				11p13 deletions can be more frequent than the PAX6 gene point mutations in Polish patients with aniridia	2.0	1.0			5.0					1.0
23761016	5080	D017624	PAX6	WAGR | WAGR syndrome	1	0	1.0	6			1.0				Chromosomal alterations in the chromosome 11p, encompassing the PAX6 and WT1 (*607102) genes, may cause WAGR syndrome (MIM:194072). 		1.0								
23762114	6622	C564093	alpha -Synuclein | alpha-synuclein | alpha -synuclein	autophagy dysfunction	0	0	1.0	3			0.0														
23762114	6622	D000544	alpha -Synuclein | alpha-synuclein | alpha -synuclein	AD	0	0	1.0	8			1.0		Cn		Accumulation of nitrated proteins is also found in the brains of patients with AD, PD, and ALS or in mutant Cu/Zn-superoxide dismutase (SOD-1) or mutant alpha-synuclein transgenic animals.					1.0					
23762114	6622	D001172	alpha -Synuclein | alpha-synuclein | alpha -synuclein	chronic rheumatoid arthritis | rheumatoid arthritis	0	0	1.0	3			0.0														
23762114	6622	D003643	alpha -Synuclein | alpha-synuclein | alpha -synuclein	death	1	1	1.0	3			1.0	Di			Our data suggested that BV treatment attenuates alpha-synuclein modifications caused by motor neuron death in hSOD1G93A mice.				1.0						
23762114	6622	D006323	alpha -Synuclein | alpha-synuclein | alpha -synuclein	growth arrest	0	0	1.0	3			0.0														
23762114	6622	D006528	alpha -Synuclein | alpha-synuclein | alpha -synuclein	hepatocellular carcinoma	0	0	1.0	5			0.0														
23762114	6622	D007680	alpha -Synuclein | alpha-synuclein | alpha -synuclein	renal cancer	0	0	1.0	3			0.0														
23762114	6622	D007938	alpha -Synuclein | alpha-synuclein | alpha -synuclein	leukemic	0	0	1.0	3			0.0														
23762114	6622	D008545	alpha -Synuclein | alpha-synuclein | alpha -synuclein	melanoma	0	0	1.0	3			0.0														
23762114	6622	D009069	alpha -Synuclein | alpha-synuclein | alpha -synuclein	neurodegenerative movement disorders	0	0	1.0	3			0.0														
23762114	6622	D009410	alpha -Synuclein | alpha-synuclein | alpha -synuclein	neuronal toxicity | neuronal damage | neuronal death	1	1	1.0	9	1.0	0.0	1.0	Dki			Our data suggested that BV treatment attenuates alpha-synuclein modifications caused by motor neuron death in hSOD1G93A mice.				1.0						
23762114	6622	D010146	alpha -Synuclein | alpha-synuclein | alpha -synuclein	pain	0	0	1.0	3			0.0														
23762114	6622	D010300	alpha -Synuclein | alpha-synuclein | alpha -synuclein	Parkinson disease | PD | Parkinson's disease | familial PD	1	1	1.0	9	1.0	1.0	1.0				In addition, duplication, triplication, or mutations in the alpha-synuclein gene cause some forms of familial PD.		1.0			1.0					1.0
23762114	6622	D019636	alpha -Synuclein | alpha-synuclein | alpha -synuclein	paralytic neurodegenerative disease | neurodegenerative diseases	0	0	1.0	3			0.0													B D	
23762114	6622	D020258	alpha -Synuclein | alpha-synuclein | alpha -synuclein	neurotoxicity	1	1	1.0	3			1.0				In addition, soluble aggregated alpha-synuclein mediates dopaminergic neurotoxicity in Drosophila.					1.0					
23762114	6647	C564093	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	autophagy dysfunction	1	1	1.0	5			1.0	Gki	n		In ALS models, several studies have shown that autophagy dysfunction contributes towards motor neuron loss.					1.0					
23762114	6647	C565957	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	familial ALS	1	1	1.0	6			1.0	Gkim			Although several genetic mutations are involved in motor neuron injury in familial ALS, less is known about the genetic and environmental factors that contribute to sporadic ALS.		1.0								
23762114	6647	D000544	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	AD	0	1	1.0	7			1.0	Gki	Cn		Accumulation of nitrated proteins is also found in the brains of patients with AD, PD, and ALS or in mutant Cu/Zn-superoxide dismutase (SOD-1) or mutant alpha-synuclein transgenic animals.					1.0					
23762114	6647	D001172	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	chronic rheumatoid arthritis | rheumatoid arthritis	0	0	1.0	4			0.0														
23762114	6647	D001523	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	impaired axonal transport	1	1	1.0	6			1.0	Gki	LCn		The etiology of ALS is a complex interplay between multiple pathogenic processes, which include misfolded protein aggregates, TDP-43 abnormalities, increased oxidative stress, mitochondrial dysfunction, ribosomal dysfunction, disturbance of intracellular trafficking, dysfunction of the ubiquitin-proteasomal and autophagic systems, increased glutamate excitotoxicity, and impaired axonal transport.		1.0								
23762114	6647	D006323	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	growth arrest	0	0	1.0	3			0.0	Gki													
23762114	6647	D006331	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	ribosomal dysfunction	0	1	1.0	6			1.0	Gki	LCn		The etiology of ALS is a complex interplay between multiple pathogenic processes, which include misfolded protein aggregates, TDP-43 abnormalities, increased oxidative stress, mitochondrial dysfunction, ribosomal dysfunction, disturbance of intracellular trafficking, dysfunction of the ubiquitin-proteasomal and autophagic systems, increased glutamate excitotoxicity, and impaired axonal transport.		1.0								
23762114	6647	D006528	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	hepatocellular carcinoma	0	0	1.0	7			0.0	Gki													
23762114	6647	D007680	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	renal cancer	0	0	1.0	5			0.0	Gki													
23762114	6647	D007938	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	leukemic	0	0	1.0	5			0.0	Gki													
23762114	6647	D008545	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	melanoma	0	0	1.0	5			0.0	Gki													
23762114	6647	D009410	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	neuronal toxicity | neuronal damage | neuronal death	0	0	1.0	8			0.0	Gki													
23762114	6647	D010146	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	pain	0	0	1.0	7			0.0	Gki													
23762114	6647	D010300	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	Parkinson disease | PD | Parkinson's disease | familial PD	0	1	1.0	10			1.0	Gki			Accumulation of nitrated proteins is also found in the brains of patients with AD, PD, and ALS or in mutant Cu/Zn-superoxide dismutase (SOD-1) or mutant alpha-synuclein transgenic animals. 					1.0					
23762114	6647	D016472	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	motor neuron injury	1	1	1.0	5			1.0	Gki			The neurodegenerative processes in motor neurons are complex. Although several genetic mutations are involved in motor neuron injury in familial ALS, less is known about the genetic and environmental factors that contribute to sporadic ALS.		1.0								
23762114	6647	D019636	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	paralytic neurodegenerative disease | neurodegenerative diseases	1	1	1.0	6			1.0	Gki			Amyotrophic lateral sclerosis (ALS) is a progressively paralytic neurodegenerative disease that can be caused by mutations in Cu/Zn-superoxide dismutase 1 (SOD1).	1.0								B D	
23762114	6647	D020258	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	neurotoxicity	0	0	1.0	5			0.0	Gki													
23762114	6647	D028361	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	mitochondrial dysfunction	1	1	1.0	10			1.0	Gki			The etiology of ALS is a complex interplay between multiple pathogenic processes, which include misfolded protein aggregates, TDP-43 abnormalities, increased oxidative stress, mitochondrial dysfunction, ribosomal dysfunction, disturbance of intracellular trafficking		1.0								
23762114	6647	D066263	Cu/Zn-superoxide dismutase 1 | SOD1 | hSOD1 | ALS | SOD-1 | Cu/Zn-superoxide dismutase	abnormal protein aggregation	0	1	1.0	5			1.0	Gki			In the case of ALS, abnormal protein aggregation, ubiquitination, and deposition in the CNS are salient features of ALS.					1.0					
23822584	3359	D000437	5-HT3A and 5 | 5-HT3A | 5-HT3	alcohol abuse	0	0	1.0	10			1.0	Gr	mC		They participate in a range of physiological functions and have been implicated in depression, drug and alcohol abuse, rheumatic diseases, migraine and neurological phenomena such as anxiety, psychosis, nociception and cognitive function		1.0			1.0				good case	
23822584	3359	D004342	5-HT3A and 5 | 5-HT3A | 5-HT3	hypersensitivity | hypersensitive | hypersensitivity in	1	0	1.0	6			1.0	Gr			A similar exploitation of the hypersensitive V13'S 5-HT3 receptor mutant was used to study uropathy, and in the future this or other hypersensitive mutants might prove useful to establish the role of the 5-HT3 receptor in disorders such as depression, drug and alcohol abuse, pruritis, cognitive and psychotic disorders and in pain					1.0					
23898467	13917718	C536528	Pla | pla	LPS	1	1	1.0	6	1.0	0.0	0.0	Dki												lipopolysaccharide	
23898467	13917718	C565785	Pla | pla	infecton foci	1	1	1.0	6			1.0	Di	n		Pla degrades in vitro the complement protein C3, which should reduce trafficking of inflammatory cells to the infecton foci in plague (Sodeinde et al.,).		1.0								
23898467	13917718	D004760	Pla | pla	enterocolitis	0	0	1.0	6			0.0														
23898467	13917718	D007153	Pla | pla	deficiency | Pla-deficient	1	0	1.0	6			0.0	Dki												NER ID mapping error	
23898467	13917718	D009369	Pla | pla	cancer | tumor	0	0	1.0	6			0.0														
23898467	13917718	D010930	Pla | pla	pestis dissemination | pestis-infected | pestis multiplies | pestis infection | pestis branches	1	1	1.0	9			1.0	Di			Transcription analyses have shown that the pla gene is expressed in buboes, the lung, the spleen, and the liver of Y. pestis-infected mice		1.0								
23898467	13917718	D011014	Pla | pla	pneumonic | pneumonia	1	1	1.0	9			1.0				Pla allows Y. pestis to cause lethal fulminant pneumonia in the lungs.		1.0								
23898467	13917718	D015012	Pla | pla	pseudotuberculosis infections | infections by Yersinia pseudotuberculosis | pseudotuberculosis infection	0	0	1.0	7			0.0														
23898467	13917718	D017093	Pla | pla	liver lesions	1	1	1.0	6			1.0				n normal mice fibrin(ogen) deposition was reduced in liver lesions after Pla-positive Y. pestis infection (Degen et al.,).		1.0								
23898467	13917718	D018805	Pla | pla	sepsis | primary septicemia	1	0	1.0	9			1.0				In accordance, infection models in PAI-1 knockout mice have shown that PAI-1 is protective in defense against sepsis caused by Klebsiella pneumoniae		1.0								
23898467	13917718	D025861	Pla | pla	coagulation	1	1	1.0	4			1.0				Several of the putative virulence-related functions documented for Pla in vitro address control of the human hemostatic system, i.e., coagulation and fibrinolysis. 	1.0									
23898467	13917718	D055959	Pla | pla	degradation or deficiency	0	0	1.0	7			0.0	Di													
23936452	759	D008569	CA1	deficits in olfactory memory | memory deficits | deficits in spatial working memory	0	0		0	1.0	0.0	0.0														
24003385	10242	D001249	beta2	asthma	0	0		0	1.0	0.0	0.0	Gki													
24003385	5741	D001249	parathyroid hormone | PTH	asthma	1	1		0	2.0	0.0	1.0				The vitamin D deficiency patients were older and had a significantly more delayed onset of asthma and higher PTH levels than the vitamin D insufficiency and sufficiency patients. 				1.0						
24015288	833768	D028361	AtSINAL7 | At5g37890	mitochondrial dysfunction	1	1	1.0	7	2.0	1.0	1.0				Consistent with this observation, we found that mitochondrial dysfunction affected AtSINAL7 expression in young flowers.		1.0			1.0					1.0
24016799	18669	D008171	MDR	pulmonary infections	1	1	1.0	10	1.0	0.0	0.0	Gki												NER error	
24016799	55193	D008171	PB1	pulmonary infections	0	0		0	1.0	0.0	0.0	Gki													
24069431	1543	D008175	CYP1A1	lung cancers | lung cancer	1	1	1.0	6	6.0	1.0	1.0				Associations between CYP1A1 and lung squamous cell carcinoma (SCC) and associations between CYP2E1 and lung adenocarcinoma (AC) were observed					2.0					1.0
24069431	1571	D008175	CYP2E1	lung cancers | lung cancer	0	0	1.0	6	6.0	1.0	1.0				Associations between CYP1A1 and lung squamous cell carcinoma (SCC) and associations between CYP2E1 and lung adenocarcinoma (AC) were observed					1.0					1.0
24069431	6317	D008175	SCC	lung cancers | lung cancer	0	0	1.0	3	6.0	0.0	0.0	Gm								1.0					
24080184	6548	D000275	NHE1 | Nhe1 | Slc9a1	depressed insulin	0	1	1.0	4			1.0				While chronic exposure to a high-fat diet depressed insulin signaling in both WT and mutant hearts, we found significantly greater preservation of insulin signaling in Nhe1-/- hearts					1.0					
24080184	6548	D002318	NHE1 | Nhe1 | Slc9a1	cardiovascular disease	1	1	1.0	4			1.0				This observation and the reduction in plasma glucose and insulin suggest that some of the beneficial effects of long-term NHE1 inhibition on cardiovascular disease might be due to metabolic effects in extracardiac tissues. 					1.0					
24080184	6548	D002386	NHE1 | Nhe1 | Slc9a1	cataracts	0	0	1.0	4			0.0														
24080184	6548	D003643	NHE1 | Nhe1 | Slc9a1	death	0	0	1.0	4			0.0														
24080184	6548	D003645	NHE1 | Nhe1 | Slc9a1	sudden death	1	1	1.0	4			1.0				We reported previously that Nhe1-/- mice exhibited growth retardation and a high incidence of sudden death from slow-wave epilepsy. 			1.0							
